property_id,listing_id,source_url,source_site,retrieved_at,address,suburb,postcode,price_aud,sold_date,sold_date_listing,date_source_disagrees,sale_method,days_since_epoch,property_type,bedrooms,bathrooms,parking,area_sqm,area_source,area_is_internal,area_multivalued,area_implausible,description,description_wordcount,features,feature_count,agency,agent,seifa_irsad_score,seifa_irsad_decile,seifa_irsd_score,seifa_irsd_decile,seifa_ieo_decile,seifa_ier_decile,suburb_urp_2021,suburb_median_house_3bed,suburb_median_unit_2bed,suburb_sales_12m
167,2020960999,https://www.domain.com.au/14-669-military-road-mosman-nsw-2088-2020960999,domain.com.au,2026-08-18T06:00:00Z,"14/669 Military Road, Mosman",Mosman,2088,1600000,2026-08-12,2026-08-12,0,Private treaty,223,Apartment,2,1,1,96.0,index,1,0,0,"Sophisticated Village Living with Sweeping Harbour Views. The essence of sophistication, this beautiful full brick apartment showcases timeless modern interiors with mesmerising harbour panoramas spanning over to Manly and beyond to the ocean's edge. Basking in its premier north east facing aspect, the considered light washed design delivers elegant living zones extending to a spacious balcony, while the communal rooftop terrace promises spectacular",63,Floorboards;Intercom;Built in wardrobes;Pets Allowed;Cable or Satellite;Gas;Broadband internet access;Bath;Separate Dining Room;Heating;Dishwasher;Study;Secure Parking;Fully fenced;Balcony / Deck;Garden / Courtyard;Water Views;North Facing;Energy efficient appliances;Water efficient appliances;Wall / ceiling insulation;Water efficient fixtures,22,Raine & Horne Mosman,Andrew Bowden,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
168,2021004400,https://www.domain.com.au/9-71-avenue-road-mosman-nsw-2088-2021004400,domain.com.au,2026-08-18T06:00:00Z,"9/71 Avenue Road, Mosman",Mosman,2088,700000,2026-08-10,2026-08-10,0,Private treaty,221,Apartment,1,1,1,,none,1,0,0,"Privately set back from the street in a boutique block, this peaceful first floor apartment reveals welcoming interiors with a light infused ambience and wide picture windows enhancing elevated outlooks sweeping to the North Sydney skyline. Ready for instant enjoyment, the peaceful haven promises an easy care lifestyle of comfort and unmatched convenience in an exclusive harbourside pocket.",58,Bath;Built in wardrobes;Close to schools;Close to shops;Close to transport,5,Pello Lower North Shore,Titan Davis,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
169,2020876627,https://www.domain.com.au/3-6-brierley-street-mosman-nsw-2088-2020876627,domain.com.au,2026-08-18T06:00:00Z,"3/6 Brierley Street, Mosman",Mosman,2088,975000,2026-08-04,2026-08-04,0,Private treaty,215,Apartment,2,1,,,none,1,0,0,"Tucked away in the boutique 'Carmel' block, this charming apartment presents an effortless blend of its original period refinement with stylish modern enhancements. Of blissful convenience, it's a stroll to Spofforth Street shops, eateries and city buses. Corner position in adorable secure block of four apartments. Inviting living and dining room features high ornate ceilings. Modern galley.",57,Corner position;Secure block;High ornate ceilings;Modern galley;Stroll to shops and eateries,5,McGrath Lower North Shore - Mosman,Jon Snead,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
170,2020984830,https://www.domain.com.au/11-23-warringah-road-mosman-nsw-2088-2020984830,domain.com.au,2026-08-18T06:00:00Z,"11/23 Warringah Road, Mosman",Mosman,2088,865000,2026-07-31,2026-07-31,0,Private treaty,211,Apartment,1,1,1,,none,1,0,0,"Sunlit Top-Floor Apartment with Coastal Outlook. Holding a prized position in a boutique security building, this renovated apartment captures stunning north-east views across Chinamans Beach to Clontarf. Bathed in natural light, the spacious living and dining areas flow effortlessly to the outlook, creating a peaceful coastal retreat. Quietly positioned yet only moments from Spit Junction, Balmoral and Chinamans Beach, with easy access to",63,Top-floor;Security building;North-east views;Renovated;Coastal outlook;Natural light,6,Pello Lower North Shore,Mitchell Soineva,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
171,2020977668,https://www.domain.com.au/6-40-raglan-street-mosman-nsw-2088-2020977668,domain.com.au,2026-08-18T06:00:00Z,"6/40 Raglan Street, Mosman",Mosman,2088,1600000,2026-07-27,2026-07-27,0,Sold prior to auction,207,Apartment,2,1,1,103.0,index,1,0,0,"Enjoying panoramic views of Sydney Harbour and the Opera House and bathed in year round sunshine, this spacious apartment represents a rare opportunity for those looking to renovate and unlock exciting potential. Situated in a well maintained security complex close to the ferry, this is a blue chip offering in the company of some of Sydney's finest harbourside homes.",59,Built in wardrobes;City Views;Close to schools;Close to shops;Close to transport;Security Access,6,Murphy Residential,David Murphy,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
172,2020838855,https://www.domain.com.au/142-15-hale-road-mosman-nsw-2088-2020838855,domain.com.au,2026-08-18T06:00:00Z,"142/15 Hale Road, Mosman",Mosman,2088,3800000,2026-07-24,2026-07-27,1,Private treaty,204,Retirement living,3,2,2,,none,1,0,0,"A Rare Opportunity in 'The Manors' - Single Level, Free Standing Villa Luxury. Redefining expectations for over 55s living, this premier villa within the prestigious 'The Manors' estate offers a rare blend of house-like proportions and single-level ease. Designed for discerning downsizers, this villa combines a sense of community with the privacy of a freestanding residence in a coveted Mosman pocket. Bathed in natural light and framed by lush greenery, the interiors",72,Single-level;Freestanding villa;Natural light;Lush greenery;Over 55s community,5,Ray White Lower North Shore Group,Samuel Petrou,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
173,2020579143,https://www.domain.com.au/5-botanic-road-mosman-nsw-2088-2020579143,domain.com.au,2026-08-18T06:00:00Z,"5 Botanic Road, Mosman",Mosman,2088,8700000,2026-07-22,2026-06-10,1,Private treaty,202,House,4,3,2,,none,0,0,0,"A Beach House of Rare Style, Space and Luxury. Just a short and level stroll to the sand of Balmoral Beach and set in the most private and tranquil setting, this innovative easy-care residence captures contemporary family living at its finest. Architect designed and benefitted by a wide 20m frontage, generous living and dining areas open seamlessly onto a spacious and private entertaining terrace overlooking the lap pool and landscaped gardens",71,Beach proximity;Lap pool;Landscaped gardens;Architect designed;Contemporary family living;Private entertaining terrace;Easy-care residence,7,Simeon Partners,Richard Simeon,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
174,2020906391,https://www.domain.com.au/8-6-punch-street-mosman-nsw-2088-2020906391,domain.com.au,2026-08-18T06:00:00Z,"8/6 Punch Street, Mosman",Mosman,2088,700000,2026-07-20,2026-07-20,0,Sold prior to auction,200,Apartment,1,1,,,none,1,0,0,"Quietly positioned at the rear of a well maintained building, this one-bedroom apartment delivers an ideal blend of contemporary finishes and classic appeal. Perfect for first home buyers or investors, the low-maintenance layout features a bright living area where expansive windows fill the interiors with natural light. Extending out to a private, leafy balcony, this apartment balances style with",59,Bright living area;Expansive windows;Private leafy balcony;Contemporary finishes;Classic appeal;Low-maintenance layout;Rear position;Well maintained building,8,Ray White Lower North Shore Group,Samuel Petrou,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
175,2020912133,https://www.domain.com.au/4-3-millett-road-mosman-nsw-2088-2020912133,domain.com.au,2026-08-18T06:00:00Z,"4/3 Millett Road, Mosman",Mosman,2088,1050000,2026-07-16,2026-07-16,0,Private treaty,196,Apartment,2,1,1,,none,1,0,0,"Fully Renovated, Tranquil Retreat. Tucked away in a leafy, private setting, this beautifully renovated two-bedroom apartment offers a serene lifestyle retreat just moments from Mosman Bay Wharf and Avenue Road cafes. The peaceful surroundings create an almost rainforest-like atmosphere, while ferry access to the city is conveniently positioned at the end of Avenue Road. Immaculately presented throughout, this ground-floor",59,Fully renovated;Ground floor;Leafy setting;Rainforest-like atmosphere;Ferry access;Serene lifestyle,6,Vernon Partners,Richie Tramontana,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
176,2020899047,https://www.domain.com.au/7-154-raglan-street-mosman-nsw-2088-2020899047,domain.com.au,2026-08-18T06:00:00Z,"7/154 Raglan Street, Mosman",Mosman,2088,785000,2026-07-14,,0,,194,Apartment,1,1,1,,none,1,0,0,"Newly Renovated 1 Bedroom Delight. Positioned privately on the top floor within a double brick complex, this newly renovated one-bedroom apartment delivers an abundance of natural light with a refined blend of space and low-maintenance living. Recently refreshed throughout, the property features new kitchen with stone benchtops, dishwasher, induction cooktop, with ample storage offering both functionality and modern appeal.",59,Balcony;Secure Parking;Dishwasher,3,Exclusive Real Estate,Andrew Bova,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
177,2020939709,https://www.domain.com.au/20-96-ourimbah-road-mosman-nsw-2088-2020939709,domain.com.au,2026-08-18T06:00:00Z,"20/96 Ourimbah Road, Mosman",Mosman,2088,1030000,2026-07-07,,0,Auction,187,Apartment,2,1,1,,none,1,0,0,"Privately set back in a well maintained block, this charming first floor apartment unveils thoughtfully updated interiors exuding a calming and light washed ambiance. Capturing lush tropical outlooks from most aspects, the wonderfully peaceful home offers a sun filled living/dining room flowing to a sheltered balcony with glimpses over to Quakers Hat Bay. Desirably positioned in a prized quiet",59,Built in wardrobes;Close to transport;Close to shops;Close to schools;Floorboards;Balcony;Dishwasher,7,Pello Lower North Shore,Titan Davis,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
178,2020876945,https://www.domain.com.au/4-125-raglan-street-mosman-nsw-2088-2020876945,domain.com.au,2026-08-18T06:00:00Z,"4/125 Raglan Street, Mosman",Mosman,2088,990000,2026-07-07,2026-07-07,0,Sold prior to auction,187,Apartment,2,1,,,none,1,0,0,"Beautiful Lifestyle Home in Prized Mosman Location. Tucked away peacefully in a well maintained boutique block, this enticing first floor apartment reveals beautifully updated interiors centred around a charming living/dining room capturing elevated views towards the harbour. Ready for immediate enjoyment, the carefree modern home features stylish modern finishes and windows on three sides creating a sublime light filled atmosphere. Embraced in",62,Built in wardrobes;Close to schools;Close to shops;Close to transport;Dishwasher;Floorboards;Intercom,7,Pello Lower North Shore,Titan Davis,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
